,ADDRESS,CITY,COUNTRY,CUSTOMERNAME,ORDER_QUANTITY,ORDER_TIME,PRODUCT_CODE,PRODUCT_NAME,PRODUCT_SUBGROUP,REVENUE,ZIP_CODE,ORDER_NUMBER
0,Termvuazd 4 D,RANUA,Finland,Sixql Wyoqvdo,1,2016-11-16 12:36:00,2,Samples,Samples,0.0,97700,177
1,Termvuazd 4 D,RANUA,Finland,Sixql Wyoqvdo,1,2016-11-16 12:36:00,31,Vendor Whitener 10x750g,Vending Powders,124.0,97700,177
2,Termvuazd 4 D,RANUA,Finland,Sixql Wyoqvdo,1,2016-11-16 12:36:00,32,Vendor Espresso 10x250g,Vending Powders,180.0,97700,177
3,Termvuazd 4 D,RANUA,Finland,Sixql Wyoqvdo,1,2016-11-16 12:36:00,56,Tazza Low Lactose Hot Choco 10x1kg UTZ,Vending Powders,156.0,97700,177
4,Termvuazd 4 D,RANUA,Finland,Sixql Wyoqvdo,1,2016-11-16 12:36:00,109,Blanco Take Away cup 200 ml 2500 pcs,PP Accessories,138.0,97700,177
5,Termvuazd 4 D,RANUA,Finland,Sixql Wyoqvdo,2,2016-11-16 12:36:00,23,Wooden stirrer 140mm (1000 pcs),PP Accessories,28.0,97700,177
6,Termvuazd 4 D,RANUA,Finland,Sixql Wyoqvdo,4,2016-11-16 12:36:00,53,Paulig Vending Medium Roast 5x1kg gr,Coffee,342.0,97700,177
7,"Iclycvps 3, 0.bgs",JYVÄSKYLÄ,Finland,Mvin Wfloyavntf,1,2016-11-08 17:50:00,2,Samples,Samples,0.0,40320,482
8,"Iclycvps 3, 0.bgs",JYVÄSKYLÄ,Finland,Mvin Wfloyavntf,1,2016-11-08 17:50:00,32,Vendor Espresso 10x250g,Vending Powders,162.0,40320,482
9,"Iclycvps 3, 0.bgs",JYVÄSKYLÄ,Finland,Mvin Wfloyavntf,2,2016-11-08 17:50:00,31,Vendor Whitener 10x750g,Vending Powders,224.0,40320,482
10,"Iclycvps 3, 0.bgs",JYVÄSKYLÄ,Finland,Mvin Wfloyavntf,2,2016-11-08 17:50:00,56,Tazza Low Lactose Hot Choco 10x1kg UTZ,Vending Powders,280.0,40320,482
11,"Iclycvps 3, 0.bgs",JYVÄSKYLÄ,Finland,Mvin Wfloyavntf,3,2016-11-08 17:50:00,10,Juhla Mokka Professional 4x1kg bean,Coffee,180.0,40320,482
12,Ltmykryxyyjz 5 Q,JYVÄSKYLÄ,Finland,Czlc Toawdatg,1,2016-11-17 09:11:00,2,Samples,Samples,0.0,40100,135
13,Ltmykryxyyjz 5 Q,JYVÄSKYLÄ,Finland,Czlc Toawdatg,1,2016-11-17 09:11:00,31,Vendor Whitener 10x750g,Vending Powders,124.0,40100,135
14,Ltmykryxyyjz 5 Q,JYVÄSKYLÄ,Finland,Czlc Toawdatg,1,2016-11-17 09:11:00,44,Presidentti Tumma Paahto 4x1kg bean,Coffee,74.0,40100,135
15,Ltmykryxyyjz 5 Q,JYVÄSKYLÄ,Finland,Czlc Toawdatg,1,2016-11-17 09:11:00,56,Tazza Low Lactose Hot Choco 10x1kg UTZ,Vending Powders,156.0,40100,135
16,Ltmykryxyyjz 5 Q,JYVÄSKYLÄ,Finland,Czlc Toawdatg,1,2016-11-17 09:11:00,112,Nescafé Gold de LuxeEasyOpen 12x250g,Vending Powders,234.0,40100,135
17,Qtekviygjosl 3,JYVÄSKYLÄ,Finland,Qwx Bikckncn,1,2016-11-01 08:02:00,26,Filter roll 1 case,PP Accessories,86.0,40100,740
18,Qtekviygjosl 3,JYVÄSKYLÄ,Finland,Qwx Bikckncn,1,2016-11-01 08:02:00,29,Tazza hot choco 10x1 kg UTZ,Vending Powders,142.0,40100,740
19,Qtekviygjosl 3,JYVÄSKYLÄ,Finland,Qwx Bikckncn,1,2016-11-01 08:02:00,31,Vendor Whitener 10x750g,Vending Powders,124.0,40100,740
20,Qtekviygjosl 3,JYVÄSKYLÄ,Finland,Qwx Bikckncn,1,2016-11-01 08:02:00,741,"Disposable plate 15 cm, 100 pcs",PP Accessories,8.0,40100,740
21,Qtekviygjosl 3,JYVÄSKYLÄ,Finland,Qwx Bikckncn,2,2016-11-01 08:02:00,114,Paulig Special Medium 5x1kg gr,Coffee,152.0,40100,740
22,Sodkjxgtbg 3,NAANTALI,Finland,Xhe Ogeekqqbvu,1,2016-11-15 07:39:00,31,Vendor Whitener 10x750g,Vending Powders,124.0,21100,266
23,Sodkjxgtbg 3,NAANTALI,Finland,Xhe Ogeekqqbvu,5,2016-11-15 07:39:00,114,Paulig Special Medium 5x1kg gr,Coffee,382.0,21100,266
24,Xffhjgjikvg 5,JYVÄSKYLÄ,Finland,Ktucd Cuoxnni,1,2016-11-11 15:23:00,2,Samples,Samples,0.0,40100,346
25,Xffhjgjikvg 5,JYVÄSKYLÄ,Finland,Ktucd Cuoxnni,1,2016-11-11 15:23:00,10,Juhla Mokka Professional 4x1kg bean,Coffee,60.0,40100,346
26,Xffhjgjikvg 5,JYVÄSKYLÄ,Finland,Ktucd Cuoxnni,1,2016-11-11 15:23:00,23,Wooden stirrer 140mm (1000 pcs),PP Accessories,14.0,40100,346
27,Xffhjgjikvg 5,JYVÄSKYLÄ,Finland,Ktucd Cuoxnni,1,2016-11-11 15:23:00,27,Paulig portion sugar brown 1000x4g,Sugar and Sweetening,42.0,40100,346
28,Xffhjgjikvg 5,JYVÄSKYLÄ,Finland,Ktucd Cuoxnni,1,2016-11-11 15:23:00,32,Vendor Espresso 10x250g,Vending Powders,180.0,40100,346
29,Xffhjgjikvg 5,JYVÄSKYLÄ,Finland,Ktucd Cuoxnni,1,2016-11-11 15:23:00,42,Lipton selection 12x25bags,Tea,42.0,40100,346
30,Xffhjgjikvg 5,JYVÄSKYLÄ,Finland,Ktucd Cuoxnni,1,2016-11-11 15:23:00,50,paulig TA cup 200 ml 2500 pcs,PP Accessories,138.0,40100,346
31,Xffhjgjikvg 5,JYVÄSKYLÄ,Finland,Ktucd Cuoxnni,1,2016-11-11 15:23:00,79,SAM acacia honey stick 80x8g,Other ingredients,24.0,40100,346
32,Xffhjgjikvg 5,JYVÄSKYLÄ,Finland,Ktucd Cuoxnni,1,2016-11-11 15:23:00,101,Cleaning powder Puly small,PP Accessories,24.0,40100,346
33,"Fdvzemxi 4-6, U-Lkkiio 1.qos",VANTAA,Finland,Jgwp Hgrqzpol,1,2016-11-18 12:37:00,2,Samples,Samples,0.0,1630,58
34,"Fdvzemxi 4-6, U-Lkkiio 1.qos",VANTAA,Finland,Jgwp Hgrqzpol,1,2016-11-18 12:37:00,31,Vendor Whitener 10x750g,Vending Powders,124.0,1630,58
35,"Fdvzemxi 4-6, U-Lkkiio 1.qos",VANTAA,Finland,Jgwp Hgrqzpol,6,2016-11-18 12:37:00,25,Paulig Special Medium 4x1kg bean,Coffee,372.0,1630,58
36,"Cvsslmhoubci 0, 3 hnp.",HELSINKI,Finland,Xppw Dvzqc,1,2016-11-07 12:19:00,23,Wooden stirrer 140mm (1000 pcs),PP Accessories,14.0,390,547
37,"Cvsslmhoubci 0, 3 hnp.",HELSINKI,Finland,Xppw Dvzqc,1,2016-11-07 12:19:00,28,Lipton Blackcurrant tea 6x25bags,Tea,22.0,390,547
38,"Cvsslmhoubci 0, 3 hnp.",HELSINKI,Finland,Xppw Dvzqc,1,2016-11-07 12:19:00,50,paulig TA cup 200 ml 2500 pcs,PP Accessories,138.0,390,547
39,"Cvsslmhoubci 0, 3 hnp.",HELSINKI,Finland,Xppw Dvzqc,1,2016-11-07 12:19:00,56,Tazza Low Lactose Hot Choco 10x1kg UTZ,Vending Powders,156.0,390,547
40,"Cvsslmhoubci 0, 3 hnp.",HELSINKI,Finland,Xppw Dvzqc,1,2016-11-07 12:19:00,164,NOTINUSEJustTOrgBlackTeaEarlGrTeap4x10,Tea,34.0,390,547
41,"Cvsslmhoubci 0, 3 hnp.",HELSINKI,Finland,Xppw Dvzqc,1,2016-11-10 14:38:00,2,Samples,Samples,0.0,390,393
42,"Cvsslmhoubci 0, 3 hnp.",HELSINKI,Finland,Xppw Dvzqc,2,2016-11-07 12:19:00,31,Vendor Whitener 10x750g,Vending Powders,248.0,390,547
43,"Cvsslmhoubci 0, 3 hnp.",HELSINKI,Finland,Xppw Dvzqc,2,2016-11-07 12:19:00,32,Vendor Espresso 10x250g,Vending Powders,360.0,390,547
44,"Cvsslmhoubci 0, 3 hnp.",HELSINKI,Finland,Xppw Dvzqc,2,2016-11-07 12:19:00,69,Lipton Yellow Label tea 6x25bags,Tea,30.0,390,547
45,"Cvsslmhoubci 0, 3 hnp.",HELSINKI,Finland,Xppw Dvzqc,2,2016-11-10 14:38:00,166,Just T OrganicBlackTeaEarlGreyDoyp4x120g,Tea,90.0,390,393
46,"Cvsslmhoubci 0, 3 hnp.",HELSINKI,Finland,Xppw Dvzqc,3,2016-11-07 12:19:00,114,Paulig Special Medium 5x1kg gr,Coffee,228.0,390,547
47,Tyhtjtqaaikjvpgqt 6,ESPOO,Finland,Xpamfb Zdbcxdmyhq,1,2016-11-10 09:41:00,2,Samples,Samples,0.0,2600,417
48,Tyhtjtqaaikjvpgqt 6,ESPOO,Finland,Xpamfb Zdbcxdmyhq,1,2016-11-10 09:41:00,31,Vendor Whitener 10x750g,Vending Powders,124.0,2600,417
49,Tyhtjtqaaikjvpgqt 6,ESPOO,Finland,Xpamfb Zdbcxdmyhq,2,2016-11-10 09:41:00,29,Tazza hot choco 10x1 kg UTZ,Vending Powders,284.0,2600,417
50,Tyhtjtqaaikjvpgqt 6,ESPOO,Finland,Xpamfb Zdbcxdmyhq,2,2016-11-10 09:41:00,71,Paulig Mundo 8x500g bean FTO,Coffee,152.0,2600,417
51,Qlqsjbnhbsnhxjvb 8,HELSINKI,Finland,Uawgam Cwono,1,2016-11-08 18:29:00,2,Samples,Samples,0.0,100,471
52,Qlqsjbnhbsnhxjvb 8,HELSINKI,Finland,Uawgam Cwono,1,2016-11-08 18:29:00,463,"Paulig On the Go 2,55dl",PP Accessories,128.0,100,471
53,Qlqsjbnhbsnhxjvb 8,HELSINKI,Finland,Uawgam Cwono,1,2016-11-08 18:29:00,475,"Paulig On the Go 5,0dl",PP Accessories,86.0,100,471
54,Qlqsjbnhbsnhxjvb 8,HELSINKI,Finland,Uawgam Cwono,1,2016-11-08 18:29:00,476,"Paulig On the Go 3,6dl",PP Accessories,110.0,100,471
55,Qlqsjbnhbsnhxjvb 8,HELSINKI,Finland,Uawgam Cwono,1,2016-11-08 18:29:00,477,Motta milk pitcher 50 cl,PP Accessories,26.0,100,471
56,Qlqsjbnhbsnhxjvb 8,HELSINKI,Finland,Uawgam Cwono,1,2016-11-08 18:29:00,478,Motta milk pitcher 25 cl,PP Accessories,22.0,100,471
57,Qlqsjbnhbsnhxjvb 8,HELSINKI,Finland,Uawgam Cwono,2,2016-11-08 18:29:00,166,Just T OrganicBlackTeaEarlGreyDoyp4x120g,Tea,90.0,100,471
58,Qlqsjbnhbsnhxjvb 8,HELSINKI,Finland,Uawgam Cwono,2,2016-11-08 18:29:00,472,Just T OrganicBlackTeaClassicDoyp4x120g,Tea,90.0,100,471
59,Qlqsjbnhbsnhxjvb 8,HELSINKI,Finland,Uawgam Cwono,2,2016-11-08 18:29:00,473,JustT GreenTeaMorningStarDoyp.4x150g,Tea,90.0,100,471
60,Qlqsjbnhbsnhxjvb 8,HELSINKI,Finland,Uawgam Cwono,2,2016-11-08 18:29:00,474,Just T FruitTeaSweetBerry Doypack 4x150g,Tea,90.0,100,471
61,Qlqsjbnhbsnhxjvb 8,HELSINKI,Finland,Uawgam Cwono,2,2016-11-08 18:29:00,479,Just T OrganicRooibosVanilla Doyp 4x130g,Tea,90.0,100,471
62,Qlqsjbnhbsnhxjvb 8,HELSINKI,Finland,Uawgam Cwono,4,2016-11-08 18:29:00,480,Just T OrganicHerbalGingerLemDoyp 4x140g,Tea,182.0,100,471
63,Achakfepbpqvrnbk 16,HELSINKI,Finland,Vedci Rttlvagm,1,2016-11-09 10:29:00,13,Just T OrganicHerbalGingerLeDCBag6x25kpl,Tea,34.0,100,459
64,Achakfepbpqvrnbk 16,HELSINKI,Finland,Vedci Rttlvagm,2,2016-11-09 10:29:00,41,Lipton Green tea Mint 6x25bags,Tea,38.0,100,459
65,Achakfepbpqvrnbk 16,HELSINKI,Finland,Vedci Rttlvagm,2,2016-11-09 10:29:00,69,Lipton Yellow Label tea 6x25bags,Tea,30.0,100,459
66,Achakfepbpqvrnbk 16,HELSINKI,Finland,Vedci Rttlvagm,2,2016-11-09 10:29:00,70,Lipton Earl Grey tea 6x25bags,Tea,38.0,100,459
67,Achakfepbpqvrnbk 16,HELSINKI,Finland,Vedci Rttlvagm,2,2016-11-09 10:29:00,72,Lipton Lemon tea 6x25bags,Tea,42.0,100,459
68,Achakfepbpqvrnbk 16,HELSINKI,Finland,Vedci Rttlvagm,2,2016-11-09 10:29:00,73,Lipton Green tea 6x25bags,Tea,38.0,100,459
69,Achakfepbpqvrnbk 16,HELSINKI,Finland,Vedci Rttlvagm,2,2016-11-09 10:29:00,117,Plastic cup 150 ml 3000 pcs,PP Accessories,184.0,100,459
70,Achakfepbpqvrnbk 16,HELSINKI,Finland,Vedci Rttlvagm,3,2016-11-09 10:29:00,30,Lipton Green tea Citrus 6x25bags,Tea,56.0,100,459
71,Phbaxjqynocuvvxi 89 W,HELSINKI,Finland,Vdbzk Igoebluort,1,2016-11-08 09:46:00,2,Samples,Samples,0.0,100,516
72,Phbaxjqynocuvvxi 89 W,HELSINKI,Finland,Vdbzk Igoebluort,1,2016-11-08 09:46:00,500,Paulig Mexico Cupsolo 6x16 pcs FTO,Capsules,36.0,100,516
73,Phbaxjqynocuvvxi 89 W,HELSINKI,Finland,Vdbzk Igoebluort,2,2016-11-08 09:46:00,35,ArlaCafe-MilklactosefreeUHT12x1L,Fresh Milk,68.0,100,516
74,"Gtuzwdz Ftgxl uilu 28-09 Y, 6 mvj",TAMPERE,Finland,Neopi Lïgjsot,1,2016-11-09 13:15:00,2,Samples,Samples,0.0,33100,446
75,"Gtuzwdz Ftgxl uilu 28-09 Y, 6 mvj",TAMPERE,Finland,Neopi Lïgjsot,1,2016-11-09 13:15:00,31,Vendor Whitener 10x750g,Vending Powders,124.0,33100,446
76,"Gtuzwdz Ftgxl uilu 28-09 Y, 6 mvj",TAMPERE,Finland,Neopi Lïgjsot,1,2016-11-09 13:15:00,56,Tazza Low Lactose Hot Choco 10x1kg UTZ,Vending Powders,156.0,33100,446
77,"Gtuzwdz Ftgxl uilu 28-09 Y, 6 mvj",TAMPERE,Finland,Neopi Lïgjsot,2,2016-11-09 13:15:00,15,NOTINUSEArlaIngLowLactSemiSkimUHT12x1L,Fresh Milk,58.0,33100,446
78,"Gtuzwdz Ftgxl uilu 28-09 Y, 6 mvj",TAMPERE,Finland,Neopi Lïgjsot,2,2016-11-09 13:15:00,42,Lipton selection 12x25bags,Tea,84.0,33100,446
79,"Gtuzwdz Ftgxl uilu 28-09 Y, 6 mvj",TAMPERE,Finland,Neopi Lïgjsot,3,2016-11-09 13:15:00,53,Paulig Vending Medium Roast 5x1kg gr,Coffee,256.0,33100,446
80,Hcksd Izwbdz Blvm 3,HELSINKI,Finland,Xivuj Cdyoptur,1,2016-11-08 08:54:00,2,Samples,Samples,0.0,100,523
81,Hcksd Izwbdz Blvm 3,HELSINKI,Finland,Xivuj Cdyoptur,6,2016-11-08 08:54:00,183,Paulig Special Espresso 4x1kg bean,Coffee,568.0,100,523
82,Hcksd Izwbdz Blvm 3,HELSINKI,Finland,Xivuj Cdyoptur,8,2016-11-08 08:54:00,39,Presidentti 5x1kg fine gr UTZ,Coffee,658.0,100,523
83,Hcksd Izwbdz Blvm 3,HELSINKI,Finland,Xivuj Cdyoptur,10,2016-11-18 13:26:00,15,NOTINUSEArlaIngLowLactSemiSkimUHT12x1L,Fresh Milk,288.0,100,38
84,Hcksd Izwbdz Blvm 3,HELSINKI,Finland,Xivuj Cdyoptur,10,2016-11-18 13:26:00,39,Presidentti 5x1kg fine gr UTZ,Coffee,822.0,100,38
85,Hcksd Izwbdz Blvm 3,HELSINKI,Finland,Xivuj Cdyoptur,14,2016-11-18 13:26:00,35,ArlaCafe-MilklactosefreeUHT12x1L,Fresh Milk,470.0,100,38
86,Bevttphss 18,HELSINKI,Finland,Rccsi Vcryzjáqacc,1,2016-11-15 10:56:00,2,Samples,Samples,0.0,100,230
87,Bevttphss 18,HELSINKI,Finland,Rccsi Vcryzjáqacc,1,2016-11-15 10:56:00,13,Just T OrganicHerbalGingerLeDCBag6x25kpl,Tea,34.0,100,230
88,Bevttphss 18,HELSINKI,Finland,Rccsi Vcryzjáqacc,1,2016-11-15 10:56:00,78,Just T GreenTeaMorning DCBag 6x25pcs UTZ,Tea,34.0,100,230
89,Bevttphss 18,HELSINKI,Finland,Rccsi Vcryzjáqacc,1,2016-11-15 10:56:00,98,OLD Paulig ProfEspr 4x1kg bean FTO,Coffee,120.0,100,230
90,Bevttphss 18,HELSINKI,Finland,Rccsi Vcryzjáqacc,2,2016-11-15 10:56:00,71,Paulig Mundo 8x500g bean FTO,Coffee,152.0,100,230
91,Bevttphss 18,HELSINKI,Finland,Rccsi Vcryzjáqacc,6,2016-11-15 10:56:00,152,Cleaning fluid Thermoblue,PP Accessories,130.0,100,230
92,Ysnmywakguix 1,HELSINKI,Finland,Uddg Sjthhurr,3,2016-11-03 16:01:00,52,"Arla lact free portion milk 1,5% 100x2cl",Fresh Milk,44.0,100,643
93,Ysnmywakguix 1,HELSINKI,Finland,Uddg Sjthhurr,5,2016-11-03 16:01:00,44,Presidentti Tumma Paahto 4x1kg bean,Coffee,370.0,100,643
94,"Eldnhambqqff 1, 4.gpy
863134666693",HELSINKI,Finland,Vedci Rttlvagm,1,2016-11-09 15:09:00,4,Just T OrganicGreenTeaClassiDCbag6x25pcs,Tea,28.0,100,437
95,"Eldnhambqqff 1, 4.gpy
863134666693",HELSINKI,Finland,Vedci Rttlvagm,1,2016-11-09 15:09:00,8,Just T OrganicRooibosVanillaDCbag6x25pcs,Tea,34.0,100,437
96,"Eldnhambqqff 1, 4.gpy
863134666693",HELSINKI,Finland,Vedci Rttlvagm,1,2016-11-09 15:09:00,12,Just T OrganicBlackTeaEarlGrDCBag6x25pcs,Tea,28.0,100,437
97,"Eldnhambqqff 1, 4.gpy
863134666693",HELSINKI,Finland,Vedci Rttlvagm,1,2016-11-09 15:09:00,70,Lipton Earl Grey tea 6x25bags,Tea,18.0,100,437
98,"Eldnhambqqff 1, 4.gpy
863134666693",HELSINKI,Finland,Vedci Rttlvagm,1,2016-11-09 15:09:00,78,Just T GreenTeaMorning DCBag 6x25pcs UTZ,Tea,34.0,100,437
99,"Eldnhambqqff 1, 4.gpy
863134666693",HELSINKI,Finland,Vedci Rttlvagm,2,2016-11-09 15:09:00,72,Lipton Lemon tea 6x25bags,Tea,42.0,100,437
100,"Eldnhambqqff 1, 4.gpy
863134666693",HELSINKI,Finland,Vedci Rttlvagm,2,2016-11-16 16:24:00,13,Just T OrganicHerbalGingerLeDCBag6x25kpl,Tea,66.0,100,143
101,Dzlbmplhxb 6,TAMPERE,Finland,Yiipo Txueíoub,2,2016-11-01 08:39:00,31,Vendor Whitener 10x750g,Vending Powders,248.0,33840,737
102,Dzlbmplhxb 6,TAMPERE,Finland,Yiipo Txueíoub,5,2016-11-01 08:39:00,114,Paulig Special Medium 5x1kg gr,Coffee,382.0,33840,737
103,Mhcfvovxyoquk 3 T,HELSINKI,Finland,Sqcde Xzvqo,1,2016-11-10 13:27:00,2,Samples,Samples,0.0,880,398
104,Mhcfvovxyoquk 3 T,HELSINKI,Finland,Sqcde Xzvqo,120,2016-11-10 13:27:00,71,Paulig Mundo 8x500g bean FTO,Coffee,5624.0,880,398
105,"Wluzibgx 2 o
896098483464",HELSINKI,Finland,Sbpv Vhmhøvbq,2,2016-11-14 15:00:00,52,"Arla lact free portion milk 1,5% 100x2cl",Fresh Milk,26.0,370,282
106,Uaimwgqw 41,TURKU,Finland,Bfnmf  Bndoecyponb,1,2016-11-09 15:46:00,48,Basket filter paper 350/152 mm,PP Accessories,48.0,20100,433
107,Uaimwgqw 41,TURKU,Finland,Bfnmf  Bndoecyponb,1,2016-11-09 15:46:00,77,NOTINUSEJustTOrganHerbTeaGingerTeap4x10,Tea,28.0,20100,433
108,Uaimwgqw 41,TURKU,Finland,Bfnmf  Bndoecyponb,1,2016-11-09 15:46:00,96,JustTFruiteaSweetBerryTeapo 4x10,Tea,28.0,20100,433
109,Uaimwgqw 41,TURKU,Finland,Bfnmf  Bndoecyponb,1,2016-11-09 15:46:00,97,Just T OrgGreenTeaClassiTeapo4x10pcs,Tea,26.0,20100,433
110,Uaimwgqw 41,TURKU,Finland,Bfnmf  Bndoecyponb,1,2016-11-09 15:46:00,98,OLD Paulig ProfEspr 4x1kg bean FTO,Coffee,90.0,20100,433
111,Uaimwgqw 41,TURKU,Finland,Bfnmf  Bndoecyponb,1,2016-11-09 15:46:00,163,JustTOrg RooibosVanillaTeap4x10,Tea,28.0,20100,433
112,Uaimwgqw 41,TURKU,Finland,Bfnmf  Bndoecyponb,1,2016-11-17 15:34:00,77,NOTINUSEJustTOrganHerbTeaGingerTeap4x10,Tea,28.0,20100,94
113,Uaimwgqw 41,TURKU,Finland,Bfnmf  Bndoecyponb,1,2016-11-17 15:34:00,95,NOTINUSEJustTOrg BlackTeaClassiTeap4x10,Tea,28.0,20100,94
114,Uaimwgqw 41,TURKU,Finland,Bfnmf  Bndoecyponb,1,2016-11-17 15:34:00,96,JustTFruiteaSweetBerryTeapo 4x10,Tea,28.0,20100,94
115,Uaimwgqw 41,TURKU,Finland,Bfnmf  Bndoecyponb,1,2016-11-17 15:34:00,97,Just T OrgGreenTeaClassiTeapo4x10pcs,Tea,26.0,20100,94
116,Uaimwgqw 41,TURKU,Finland,Bfnmf  Bndoecyponb,1,2016-11-17 15:34:00,98,OLD Paulig ProfEspr 4x1kg bean FTO,Coffee,90.0,20100,94
117,Uaimwgqw 41,TURKU,Finland,Bfnmf  Bndoecyponb,2,2016-11-09 15:46:00,164,NOTINUSEJustTOrgBlackTeaEarlGrTeap4x10,Tea,54.0,20100,433
118,Uaimwgqw 41,TURKU,Finland,Bfnmf  Bndoecyponb,9,2016-11-09 15:46:00,99,OLD Paulig ProflMed 4x1kg bean FTO,Coffee,476.0,20100,433
119,Uaimwgqw 41,TURKU,Finland,Bfnmf  Bndoecyponb,10,2016-11-17 15:34:00,99,OLD Paulig ProflMed 4x1kg bean FTO,Coffee,530.0,20100,94
120,Wxmyrwqwkf,FORSSA,Finland,Mtgmvccf Afslgu,1,2016-11-09 16:17:00,2,Samples,Samples,0.0,30100,431
121,Wxmyrwqwkf,FORSSA,Finland,Mtgmvccf Afslgu,1,2016-11-09 16:17:00,31,Vendor Whitener 10x750g,Vending Powders,112.0,30100,431
122,Wxmyrwqwkf,FORSSA,Finland,Mtgmvccf Afslgu,1,2016-11-09 16:17:00,109,Blanco Take Away cup 200 ml 2500 pcs,PP Accessories,124.0,30100,431
123,Wxmyrwqwkf,FORSSA,Finland,Mtgmvccf Afslgu,2,2016-11-09 16:17:00,56,Tazza Low Lactose Hot Choco 10x1kg UTZ,Vending Powders,280.0,30100,431
124,Wxmyrwqwkf,FORSSA,Finland,Mtgmvccf Afslgu,3,2016-11-09 16:17:00,25,Paulig Special Medium 4x1kg bean,Coffee,180.0,30100,431
125,"Eqdylnilcrylkfjz 1
740835895854",ESPOO,Finland,Mjfw Rêyiaas,1,2016-11-10 09:12:00,2,Samples,Samples,0.0,2150,422
126,"Eqdylnilcrylkfjz 1
740835895854",ESPOO,Finland,Mjfw Rêyiaas,1,2016-11-10 09:12:00,50,paulig TA cup 200 ml 2500 pcs,PP Accessories,138.0,2150,422
127,"Omoguri 7e
271483882638",TAMPERE,Finland,Rdle Äkcsqw,1,2016-11-07 14:09:00,32,Vendor Espresso 10x250g,Vending Powders,180.0,33520,541
128,"Omoguri 7e
271483882638",TAMPERE,Finland,Rdle Äkcsqw,1,2016-11-07 14:09:00,56,Tazza Low Lactose Hot Choco 10x1kg UTZ,Vending Powders,156.0,33520,541
129,"Omoguri 7e
271483882638",TAMPERE,Finland,Rdle Äkcsqw,2,2016-11-07 14:09:00,31,Vendor Whitener 10x750g,Vending Powders,248.0,33520,541
130,"Omoguri 7e
271483882638",TAMPERE,Finland,Rdle Äkcsqw,2,2016-11-07 14:09:00,114,Paulig Special Medium 5x1kg gr,Coffee,152.0,33520,541
131,"Omoguri 7e
271483882638",TAMPERE,Finland,Rdle Äkcsqw,2,2016-11-07 14:09:00,156,Wettex Classic cleaning cloth 3 pcs,PP Accessories,4.0,33520,541
132,Dqqiwbqyv 41 G 2,HELSINKI,Finland,Wpcy Tþqai,1,2016-11-15 12:46:00,2,Samples,Samples,0.0,120,223
133,Dqqiwbqyv 41 G 2,HELSINKI,Finland,Wpcy Tþqai,1,2016-11-15 12:46:00,13,Just T OrganicHerbalGingerLeDCBag6x25kpl,Tea,34.0,120,223
134,Dqqiwbqyv 41 G 2,HELSINKI,Finland,Wpcy Tþqai,1,2016-11-15 12:46:00,225,Paulig Cupsolo Decaf UTZ 6x16 pcs,Capsules,36.0,120,223
135,Dqqiwbqyv 41 G 2,HELSINKI,Finland,Wpcy Tþqai,2,2016-11-15 12:46:00,159,PauligCupsolo EspressoSupremoUTZ 6x16pcs,Capsules,74.0,120,223
136,Dqqiwbqyv 41 G 2,HELSINKI,Finland,Wpcy Tþqai,2,2016-11-15 12:46:00,224,PauligCupsoloEspressoFortissimo6x16pcUTZ,Capsules,74.0,120,223
137,Regiyallifl 4,TURKU,Finland,Uawgam Cwono,1,2016-11-11 13:43:00,2,Samples,Samples,0.0,20100,352
138,Regiyallifl 4,TURKU,Finland,Uawgam Cwono,2,2016-11-11 13:43:00,6,OLD Paulig ProfDark 4x1kg bean FTO,Coffee,142.0,20100,352
139,Regiyallifl 4,TURKU,Finland,Uawgam Cwono,2,2016-11-11 13:43:00,98,OLD Paulig ProfEspr 4x1kg bean FTO,Coffee,216.0,20100,352
140,Regiyallifl 4,TURKU,Finland,Uawgam Cwono,2,2016-11-11 13:43:00,99,OLD Paulig ProflMed 4x1kg bean FTO,Coffee,142.0,20100,352
141,"Nxtiqywpehq 60, 2.owj",HELSINKI,Finland,Qpqkr Dxfepz,1,2016-11-01 10:58:00,6,OLD Paulig ProfDark 4x1kg bean FTO,Coffee,94.0,100,732
142,"Nxtiqywpehq 60, 2.owj",HELSINKI,Finland,Qpqkr Dxfepz,1,2016-11-01 10:58:00,13,Just T OrganicHerbalGingerLeDCBag6x25kpl,Tea,34.0,100,732
143,"Nxtiqywpehq 60, 2.owj",HELSINKI,Finland,Qpqkr Dxfepz,1,2016-11-01 10:58:00,28,Lipton Blackcurrant tea 6x25bags,Tea,22.0,100,732
144,"Nxtiqywpehq 60, 2.owj",HELSINKI,Finland,Qpqkr Dxfepz,1,2016-11-01 10:58:00,129,Just T FruitTeaSweetBerry DCBag 6x25kpl,Tea,34.0,100,732
145,"Nxtiqywpehq 60, 2.owj",HELSINKI,Finland,Qpqkr Dxfepz,3,2016-11-01 10:58:00,15,NOTINUSEArlaIngLowLactSemiSkimUHT12x1L,Fresh Milk,86.0,100,732
146,Xpbiblbzkje 77 Y,HELSINKI,Finland,Jxwdcu Eyofrauqa,1,2016-11-07 10:40:00,105,RPR After Dark Espresso 10x500g bean,Coffee,164.0,150,563
147,Xuqupfzylz 7,SALOINEN,Finland,Lldyx Yohjpzuap,1,2016-11-11 11:47:00,2,Samples,Samples,0.0,92160,360
